uid,family,mode,freq,sym,n,rho_target,rho,level,conn_frac,k11,k22,k33,C11,C22,C33,C12,C13,C23,C44,C55,C66,E11,E22,E33,G23,G13,G12,nu12,nu13,nu23,Kbulk,porosity,spec_surf,K_perm,k_off_rel,C_coupling_rel,feasible,t_total,B11,B22,B33,D11,D22,D33,tie,builder
20,gyroid,network,222,cubic,32,0.40537,0.405517578125,-0.25483298506909524,1.0,0.24490369988281815,0.24490369988281807,0.24490369988281807,0.1738338962294398,0.1738338962294403,0.17383389622943973,0.07355594761185555,0.07355594761185556,0.07355594761185538,0.07109687640684714,0.071096876406847,0.07109687640684707,0.1300932836371841,0.13009328363718464,0.13009328363718414,0.07109675642211369,0.07109675642211354,0.07109675642211362,0.29732804436044513,0.2973280443604469,0.29732804436044497,0.10698193048438363,0.594482,6.16196,0.001106647262367671,0.0006633828310058563,0.0005797238241535971,1,28.02,1.176085,1.176085,1.176085,0.421376,0.421376,0.421376,legacy,cpu
21,gyroid,network,222,cubic,32,0.44259,0.4425048828125,-0.19134171618254622,1.0,0.28022431627031374,0.2802243162703137,0.28022431627031363,0.21798447203228905,0.21798447203228966,0.21798447203228896,0.08012956514174635,0.08012956514174632,0.08012956514174617,0.08330007993359387,0.0833000799335938,0.08330007993359383,0.17490867671640742,0.17490867671640808,0.17490867671640742,0.08330005960103355,0.08330005960103348,0.08330005960103351,0.26878829798047565,0.2687882979804769,0.2687882979804756,0.12608120077192728,0.557495,6.1953,0.0009028780690324537,0.000130564536912952,0.0001791494696852789,1,28.44,1.114722,1.114722,1.114722,0.380278,0.380278,0.380278,legacy,cpu
12,gyroid,network,222,cubic,32,0.11843,0.117919921875,-1.1690465474421905,1.0,0.05092444685531543,0.050951532543222364,0.05086994638165854,0.023005339374538383,0.022965620072309807,0.02294481089175903,0.01589093038037674,0.015883418634914007,0.015866983432344224,0.007227984816696202,0.0072236622314155435,0.007216519569217152,0.010001965210705135,0.009987815830460756,0.009979219229415722,0.007227203647140363,0.007222342199073899,0.007215449827288587,0.40916693387351555,0.40928510093306525,0.4086920921394422,0.01824427058154191,0.88208,4.05585,0.008344296930261862,0.003923207966116261,0.0035774076938031385,1,28.31,1.139047,1.139228,1.139577,0.802568,0.802797,0.802600,legacy,cpu
13,gyroid,network,222,cubic,32,0.14653,0.14520263671875,-1.1152212486938318,1.0,0.0659086602185888,0.06595111184526058,0.06591856161338759,0.030814786240345934,0.03082646312189362,0.030845158242832862,0.020983041686714585,0.020972945516659118,0.020988830782963302,0.010220072529659306,0.010217123162824767,0.010222309750784718,0.013831068447300265,0.013822762576633195,0.013849893361547369,0.010219185823380373,0.010216110712788965,0.010221174751389348,0.40568024686130505,0.4038935317513149,0.4047858021031801,0.024264004841971824,0.854797,4.32414,0.006680675743884463,0.005011327010025834,0.0025667663312700733,1,28.37,1.139767,1.139760,1.139649,0.763380,0.763505,0.763364,legacy,cpu
10,gyroid,network,111,cubic,32,0.46414,0.464202880859375,-0.10770920783652521,1.0,0.2981416324243113,0.29814163242431113,0.29814163242431085,0.22999284422024246,0.22999284422024446,0.22999284422024244,0.09015709133411828,0.09015709133411812,0.09015709133411758,0.0900012496744555,0.09000124967445504,0.0900012496744551,0.17921473395459347,0.17921473395459572,0.179214733954594,0.0900012410914588,0.09000124109145834,0.0900012410914584,0.28160898349386493,0.28160898349386776,0.28160898349386326,0.13676900896282637,0.535797,3.09186,0.003218036695783693,0.00010813014320169861,0.0001551231198111675,1,26.95,1.079384,1.079384,1.079384,0.362548,0.362548,0.362548,legacy,cpu
11,gyroid,network,111,cubic,32,0.508,0.507904052734375,0.033051373786183086,1.0,0.3379402734711786,0.3380684533339473,0.3378949833619823,0.27030890605432856,0.27054939169275477,0.2702775750190493,0.10488871585559745,0.10488068971733022,0.10487406092983267,0.1054683325417275,0.10547369196768452,0.1054740907260491,0.2116829055750793,0.21190935644582937,0.21166449739940435,0.10546832104081878,0.10547368154031371,0.10547408202049235,0.27927309977745246,0.2796835286498754,0.2795362022294089,0.1600469784190726,0.492096,3.09746,0.0024841000013691725,0.00021134430214467424,9.666520746176527e-05,1,32.89,1.054547,1.054074,1.054722,0.323199,0.323269,0.323190,legacy,cpu
14,gyroid,network,222,cubic,32,0.1874,0.1881103515625,-0.9081144675072839,1.0,0.09005704382614822,0.09007594915240398,0.09010364957882008,0.0463934297677173,0.046419522307868256,0.046447942447322935,0.027686879043698025,0.027690364651320375,0.027694500677222948,0.018224289033332737,0.018227016843093483,0.018234148345805095,0.025707317245799013,0.025725376772782332,0.025746348312519415,0.018222313108306944,0.01822539319495122,0.018232170533202332,0.37371408044888293,0.37333295734385663,0.3733122086095237,0.03393382036304346,0.81189,5.11382,0.004092896557881258,0.0026946772219479296,0.0038011779402548915,1,29.57,1.171014,1.170898,1.170700,0.697541,0.697512,0.697484,legacy,cpu
15,gyroid,network,222,cubic,32,0.2121,0.21197509765625,-0.8984484973690916,1.0,0.10213751126306793,0.10220985065919372,0.10208774821054917,0.05338074741787884,0.05336360353991841,0.053303417152425606,0.03136814334145003,0.03135028858471475,0.03134978958519931,0.020938199508315606,0.02093336203403062,0.02093087488369494,0.03015517155788209,0.030140910594863266,0.030106859841196352,0.020937969591170447,0.020933152686861866,0.02093050237125515,0.37020914136700983,0.3704132487470663,0.37050445705427504,0.038687134570327894,0.788025,5.14399,0.003698710909801332,0.003129978857980747,0.0023418154943716605,1,30.47,1.189248,1.188864,1.189290,0.663371,0.663456,0.663335,legacy,cpu
18,gyroid,network,222,cubic,32,0.32957,0.329437255859375,-0.5157650650040033,1.0,0.1845081623868605,0.18450816238686046,0.18450816238686038,0.11826021741408382,0.11826021741408425,0.11826021741408387,0.05541711500543167,0.05541711500543167,0.05541711500543148,0.04833605528897216,0.04833605528897202,0.04833605528897203,0.08289508310403731,0.08289508310403787,0.08289508310403751,0.04833589107227308,0.04833589107227295,0.04833589107227296,0.31908006362166363,0.31908006362166574,0.3190800636216626,0.07636481580831574,0.670563,5.91641,0.0017227884344089548,0.0015406736125730173,0.0006897700553571943,1,28.21,1.189152,1.189152,1.189152,0.509188,0.509188,0.509188,legacy,cpu
19,gyroid,network,222,cubic,32,0.36281,0.36260986328125,-0.46193976625564326,1.0,0.20774659932909667,0.20768605812128557,0.20778790952979403,0.13504575204646987,0.13503503152488547,0.13510056501364667,0.0632122946508871,0.06320182569884066,0.06322601677546413,0.05730286985935381,0.057292919415944915,0.057305175667443656,0.09474721658120093,0.09471749454788188,0.0947847543025923,0.05729590018898486,0.057285962028947396,0.057298876271445545,0.3189686727503849,0.3185314589410821,0.31881867820069515,0.08716240253726508,0.63739,5.98296,0.001446815977248203,0.0036179734484111208,0.0038142183975299225,1,34.84,1.194860,1.194891,1.194626,0.476386,0.476122,0.476371,legacy,cpu
16,gyroid,network,222,cubic,32,0.24874,0.249420166015625,-0.8086582838174545,1.0,0.12929805080004653,0.12936573209151833,0.1293899355284162,0.07299573340675865,0.07304053308920569,0.07311725603990882,0.04042555139183031,0.04042979587447387,0.04045768524461341,0.030052493236950344,0.03005230146005434,0.030052467471632444,0.04420479386918287,0.04421693972565898,0.044279944604618905,0.030052358928104553,0.030052134271554738,0.03005226905204845,0.35643086189699147,0.3557228391645355,0.3561851436301007,0.05130884306196759,0.75058,5.37933,0.0029225609583611793,0.0011174536028944998,0.0013571786469574099,1,31.17,1.174920,1.174450,1.174157,0.614236,0.614077,0.614081,legacy,cpu
17,gyroid,network,222,cubic,32,0.30306,0.30389404296875,-0.5740251485476346,1.0,0.16738375540405154,0.16739055894620505,0.16738984491032424,0.10669477495260495,0.10669382291752912,0.10669532799925181,0.049201863930383685,0.049202154699820595,0.04920238245875232,0.04265345588823315,0.042652568160740506,0.04265261666878869,0.07563768088797164,0.0756366432364222,0.07563774659121429,0.0426533705282058,0.04265247712903453,0.04265253187108863,0.3156079007270944,0.31560487630520867,0.3156096474205126,0.06836630311636656,0.696106,5.83008,0.001984758743752847,0.00027254787818588544,0.0005561917159752806,1,32.17,1.163498,1.163479,1.163488,0.541258,0.541268,0.541270,legacy,cpu
22,gyroid,network,222,cubic,32,0.46802,0.468475341796875,-0.07925633389055398,1.0,0.298448364295013,0.2983950511551821,0.29844746355124424,0.23078359444295735,0.23078251247168421,0.23077387055683918,0.08727051976854905,0.08725017054221534,0.08726355288480447,0.08808627692035355,0.08807651831871481,0.08809025842573853,0.18290030528379883,0.18288977403656498,0.18289632404965542,0.0880859018375674,0.08807619604848328,0.08808989253329216,0.27443017591527646,0.2743053542830727,0.27438480138764,0.13510094042917983,0.531525,6.22885,0.000774076800141592,0.000834867667612072,0.000902222700587404,1,32.58,1.130912,1.130868,1.130975,0.360402,0.360227,0.360432,legacy,cpu
23,gyroid,network,222,cubic,32,0.50379,0.50384521484375,0.03806023374435675,1.0,0.3331395325201644,0.33331173252978397,0.33328781580793765,0.26180802801291986,0.262071669343546,0.26197248907748044,0.1031475354254725,0.10309951021732248,0.10315651417817046,0.10347139925979346,0.10349606759434261,0.10350458371304959,0.20356434920415206,0.2037659235820138,0.20370918508420274,0.1034670733098188,0.10349192837477555,0.10350025399590271,0.2824490823193103,0.2823221716475785,0.282492528537358,0.15607325623065302,0.496155,6.23366,0.0006286305673247397,0.001635422202379699,0.0018917404842478482,1,35.89,1.115005,1.114077,1.114442,0.325353,0.325245,0.325468,legacy,cpu
24,gyroid,network,112,tetragonal,32,0.13088,0.130859375,-1.1141830251553593,1.0,0.07198647646094306,0.07198647646094258,0.02681648228195444,0.03994664642672824,0.039946646426729196,0.00580915213121655,0.02975149703029182,0.009352798117385392,0.009352798117385597,0.0037453280204462445,0.003745328020445642,0.01783934475765702,0.016214036450680345,0.016214036450680546,0.0032990470326923374,0.0037453280204462445,0.0037453280204456426,0.01783934475765702,0.5903677150966569,0.6595124342632442,0.6595124342632892,0.020290736834977733,0.869141,2.99995,0.0145906051920525,1.3845381802268048e-15,1.3864177844825935e-14,1,28.44,1.113166,1.113166,1.180153,0.815367,0.815367,0.696024,legacy,cpu
25,gyroid,network,112,tetragonal,32,0.16494,0.164947509765625,-1.020309347000859,1.0,0.09199221921053323,0.09200035059194392,0.03801380598764127,0.05394454015717962,0.05394251447777841,0.009887726182881067,0.0372684693309889,0.0122427064350402,0.012243244582625722,0.006121908844621938,0.006121017697681299,0.026457784957909798,0.026181910050687828,0.026179643265571664,0.006601086985081398,0.006121908051264922,0.006121017246509204,0.026457780920089886,0.5700810182902649,0.5322826516791541,0.5324292354034725,0.02680929127946097,0.835052,3.27455,0.010860940829858636,0.00011991987927739803,0.00013824161578843063,1,29.69,1.131438,1.131456,1.216662,0.769251,0.769291,0.639309,legacy,cpu
26,gyroid,network,112,tetragonal,32,0.18322,0.183319091796875,-0.970540990344723,1.0,0.10656798271905163,0.10659898036851713,0.043431753571316865,0.06415751078351044,0.06419638465157701,0.012454239404188841,0.0432433585286868,0.01451059124016077,0.014511193988077306,0.007764337543375644,0.007767062857806569,0.0320248718537523,0.03258369015105575,0.03260949403147578,0.008533824501183675,0.007764294844512523,0.007767035841244442,0.032024706963939074,0.5569263351768052,0.5162036547766611,0.5157647254696688,0.03170426915034733,0.816681,3.39724,0.009439216010627258,0.000573153801895121,0.0009064402151743082,1,30.99,1.123772,1.123603,1.234873,0.746828,0.746826,0.599422,legacy,cpu
27,gyroid,network,112,tetragonal,32,0.23173,0.231781005859375,-0.8178256068999564,1.0,0.1388955640199734,0.13890346375854257,0.06453666599675412,0.08841524355802444,0.08844561607662445,0.025381092678021012,0.055122852919455415,0.019415911291472847,0.019416306077140094,0.012875685388526497,0.012875592683567388,0.0468467290211836,0.051526798222882406,0.05154765210927714,0.020128892439666906,0.012875675915146396,0.012875583324998796,0.046846709003031936,0.5472017979767445,0.3463708327685264,0.3462255015419208,0.04335023254320073,0.768219,3.70266,0.006613902148638811,0.0008603105301364671,0.00041322925044227075,1,32.32,1.138246,1.138226,1.277157,0.681913,0.681936,0.519160,legacy,cpu
28,gyroid,network,112,tetragonal,32,0.2618,0.26171875,-0.7398871651422307,1.0,0.1636156816997786,0.1636156816997777,0.0723138666379307,0.1091937085014309,0.10919370850143298,0.029708168903857402,0.06384131608556097,0.02243100481507252,0.02243100481507299,0.01641749966490501,0.016417499664904068,0.05564649137083211,0.06841018356498757,0.0684101835649886,0.02389258355384221,0.01641749966490501,0.016417499664904068,0.055646491370832114,0.5084139980462846,0.37116955987866534,0.3711695598786834,0.05172247081534825,0.738281,3.82499,0.005500919319716948,1.8407811298363257e-15,3.44330974788616e-15,1,33.48,1.108796,1.108796,1.326904,0.643173,0.643173,0.491047,legacy,cpu
29,gyroid,network,112,tetragonal,32,0.29542,0.295379638671875,-0.6305439228496732,1.0,0.18944188256994765,0.1892113949540245,0.09382662947660565,0.13070635630470337,0.13038178544635856,0.04941192224968953,0.07318457626219632,0.027189111313899755,0.02717977693390275,0.021087474207588393,0.021087644475979047,0.06707882101021972,0.08637210065335298,0.08613758672069306,0.042157222468556,0.021087470037430302,0.02108763236088884,0.06707881716159558,0.5044461881896314,0.2727757625438089,0.2732452564328432,0.06284522144674991,0.70462,3.968,0.004443779592507926,0.0006674298324863316,0.00023910117671017929,1,37.38,1.107340,1.108878,1.324083,0.600821,0.600940,0.434940,legacy,cpu
36,gyroid,network,122,tetragonal,32,0.12888,0.12890625,-1.1207074782010307,1.0,0.09009694905288092,0.03641062365243972,0.03641062365243972,0.06883829027756604,0.00996011733409905,0.009960117334099119,0.017168043428973198,0.01716804342897303,0.0051517153922523914,0.002216682321298651,0.009455253553981757,0.009455253553981852,0.02983022017563236,0.005545151686348793,0.005545151686348942,0.002216682321298651,0.009455253553981757,0.009455253553981852,1.1360662693834929,1.1360662693834422,0.1532213307898324,0.01863712549401794,0.871094,3.66747,0.009828618032093277,9.183120041367075e-16,2.0535152887199382e-15,1,31.17,1.031503,1.222288,1.222288,0.832521,0.757500,0.757500,legacy,cpu
37,gyroid,network,122,tetragonal,32,0.15733,0.1573486328125,-1.0546258690041772,1.0,0.11344523584193203,0.0473312231398107,0.04733126225445912,0.08715292711356774,0.014722778228606914,0.014722933323889575,0.022227700501930767,0.02222783505571238,0.006939496418333255,0.003234249675801914,0.013858897819329728,0.013858577575825757,0.04153690258913335,0.008875262957845268,0.008875230067958241,0.0032340120668163754,0.013857821197999508,0.013857499923148357,1.0261165620829569,1.026118690689866,0.140301931254864,0.024376522513113,0.842651,3.924,0.007771683324857166,0.0015692694589151078,0.0014149781708156569,1,33.52,1.024406,1.244595,1.244587,0.802446,0.708426,0.708426,legacy,cpu
38,gyroid,network,122,tetragonal,32,0.19586,0.19573974609375,-0.933336503081641,1.0,0.14374917486673397,0.06326773477786674,0.0633182437480146,0.11300057215623052,0.0223114039829515,0.02231132236173114,0.028381478472179172,0.028382217150636387,0.009391899970640211,0.005533121187428662,0.021049770027438262,0.02105301873963757,0.062182504170033355,0.014845310279198764,0.014844958038754406,0.00553263234538012,0.021048553659597086,0.021051135092473427,0.8951952882446399,0.8952283860658115,0.14909023469060026,0.032214943298647186,0.80426,4.30075,0.005625120749009563,0.0032171436439734054,0.0028473121788103566,1,34.15,1.016529,1.290963,1.290834,0.756021,0.644218,0.644332,legacy,cpu
39,gyroid,network,122,tetragonal,32,0.2205,0.22052001953125,-0.8397184660554643,1.0,0.16263812822410234,0.07647908314130102,0.0763522997788911,0.1304496867776142,0.02968788078199802,0.029651225971584434,0.03185825906487515,0.031849436374692015,0.011605224022941087,0.007640375161774953,0.026530162981727137,0.026524945926702338,0.08128314158009042,0.021237940163866077,0.02120654701373214,0.007640356686246513,0.026530082263803285,0.026524850319490142,0.7712139209585976,0.7722924618633358,0.17494457201035124,0.037823848050690355,0.77948,4.5303,0.004615200524325457,0.001195663444560227,0.00031221447768509005,1,35.59,1.024075,1.311129,1.311813,0.728749,0.597729,0.597532,legacy,cpu
30,gyroid,network,112,tetragonal,32,0.33301,0.3330078125,-0.5164702564522239,1.0,0.21838106667256924,0.21838106667256824,0.10973629985272777,0.15737566146574405,0.15737566146574652,0.058738423493589306,0.08232559687071299,0.03162086478181911,0.03162086478181969,0.027187799127857497,0.027187799127856457,0.0787226638356161,0.10996911213227316,0.1099691121322746,0.05039571310075007,0.027187799127857497,0.027187799127856457,0.0787226638356161,0.46527671529216375,0.287859490871112,0.28785949087112317,0.07384715547708705,0.666992,4.08491,0.0035565373271091018,2.660810127298732e-15,4.664277992236045e-15,1,37.62,1.100972,1.100972,1.374853,0.557312,0.557312,0.396181,legacy,cpu
31,gyroid,network,112,tetragonal,32,0.36653,0.3665771484375,-0.39621339622786805,1.0,0.2476793096285017,0.24767930962850085,0.1329530648692994,0.18423805740589497,0.18423805740589752,0.08179090865737011,0.09335195034340815,0.03753345738653005,0.03753345738653067,0.034265092581233794,0.03426509258123269,0.09155328189089194,0.13231346217786386,0.13231346217786544,0.07164089500166244,0.03426501286096711,0.034265012860966004,0.091553209798218,0.45581793744959903,0.24972165678523556,0.2497216567852439,0.08745608374467781,0.633423,4.17875,0.0029108463506141227,0.001528835164148142,0.0005472331705235678,1,41.02,1.086192,1.086192,1.380274,0.516650,0.516650,0.349639,legacy,cpu
40,gyroid,network,122,tetragonal,32,0.26745,0.267486572265625,-0.7283714141846092,1.0,0.20565855620597542,0.09994266547915708,0.09985509771826971,0.17102781304584153,0.04763754069588255,0.04757272326140538,0.041516685038015574,0.041494735107498126,0.01448602237392527,0.011028223858822617,0.036855464226460466,0.03683827782803939,0.11553754666383227,0.03704012753899019,0.03698671621742393,0.01102819152622191,0.036855386497053465,0.0368381749335132,0.6681416572554337,0.6687866079789884,0.11767012936995797,0.05124810689355638,0.732513,4.7499,0.0034842397606338594,0.00028559726920577845,0.00025880241417616963,1,38.75,0.966724,1.343504,1.343757,0.669703,0.537365,0.537411,legacy,cpu
41,gyroid,network,122,tetragonal,32,0.30334,0.303619384765625,-0.6143301431900885,1.0,0.23694382815732715,0.12195052644778992,0.12194137813478494,0.20148145441707999,0.06300756842763855,0.06301205752580251,0.04725393870151852,0.0472693905219968,0.018676123722779367,0.014832593618186611,0.044290261560940195,0.04430257291928536,0.14679102535870295,0.05081541012671109,0.050812703294847196,0.01483204165586409,0.04428917813559455,0.0443015061930454,0.5784285898598293,0.5787189977819232,0.14618007496684612,0.06154444291812338,0.696381,4.93233,0.002776291540333169,0.0012146025985475194,0.0012876175528546195,1,40.91,0.959830,1.349260,1.348983,0.633570,0.483414,0.483271,legacy,cpu
32,gyroid,network,112,tetragonal,32,0.40402,0.403961181640625,-0.2952417864005722,1.0,0.2781961308179309,0.2781768372013638,0.15645790080713018,0.21449104272533182,0.21446669479891872,0.1019560367574157,0.1023119355011658,0.043598874442799376,0.04360822069479484,0.0417453917285602,0.04174512984859546,0.10296241084256365,0.16010073911130593,0.16007430536051453,0.08995272440535726,0.041745388062237494,0.041745126181794774,0.102962404365248,0.4272609276606562,0.2448779406892493,0.24503895284958843,0.10110575950657624,0.596039,4.23686,0.0023592069085233386,0.0002236391473117882,0.00015284091604943125,1,42.83,1.075473,1.075464,1.405543,0.474707,0.474632,0.315302,legacy,cpu
33,gyroid,network,112,tetragonal,32,0.43965,0.4395751953125,-0.18918173472993072,1.0,0.31585099782728104,0.31585098257054495,0.17064540600080572,0.2516084158150526,0.25160840678356594,0.11635486206424381,0.116568274042228,0.05021632735275822,0.050216327043346456,0.048566448119643446,0.048566466635061104,0.11656622609885643,0.19077196929118378,0.19077196618596629,0.10265665737618654,0.04856643100488057,0.04856645546440497,0.1165661834899569,0.41270570653017585,0.2534639321270407,0.25346393312999504,0.11706372683772528,0.560425,4.27837,0.0019232066980334015,0.00017601947860736172,0.00017918667698294417,1,45.59,1.027773,1.027773,1.456789,0.437870,0.437870,0.278395,legacy,cpu
42,gyroid,network,122,tetragonal,32,0.31715,0.31719970703125,-0.5814097082004452,1.0,0.2496260284517,0.13126126780873446,0.13126376615938665,0.21386538324480872,0.07393837485147174,0.07394156536153897,0.050353916778703406,0.050354587946946125,0.020351455584722074,0.01672041845349502,0.04865286521874481,0.04865298252723657,0.1600842298489449,0.06092006335633313,0.0609228174366813,0.016720313045352417,0.04865258951671282,0.048652721794970655,0.5340377500980245,0.5340183753236731,0.1368369745095528,0.0670961382309514,0.6828,4.97642,0.002570853333850111,0.0011112194154573396,0.0004430465955588538,1,39.63,0.943098,1.346870,1.346858,0.617636,0.466737,0.466740,legacy,cpu
