uid,D11,D22,D33,max_offdiag,phi,seconds
1095,0.610817,0.356422,0.356422,2.349e-04,0.772321,0.60
1096,0.581210,0.334299,0.334299,1.904e-04,0.741983,0.62
1097,0.552331,0.315292,0.315292,1.658e-04,0.713108,0.62
1098,0.522889,0.294094,0.294094,1.217e-04,0.683449,0.64
1099,0.469215,0.256787,0.256787,6.119e-05,0.627750,0.59
1100,0.435829,0.233812,0.233791,2.880e-04,0.595596,0.59
1101,0.412271,0.220359,0.220359,1.028e-04,0.574707,0.53
1102,0.373540,0.193093,0.193086,1.977e-06,0.531132,0.46
1103,0.349983,0.177418,0.177418,2.931e-04,0.507324,0.63
1054,0.477132,0.345078,0.229466,1.282e-04,0.541911,3.03
1055,0.443787,0.314177,0.202031,3.463e-04,0.511267,3.18
1093,0.678683,0.411544,0.411544,1.273e-04,0.840881,0.61
1069,0.521204,0.521204,0.521204,6.297e-05,0.834961,0.50
1122,0.580436,0.237596,0.237596,1.500e-04,0.681015,3.93
1123,0.536303,0.212811,0.212811,3.084e-17,0.638097,1.05
1118,0.725028,0.389218,0.389218,4.221e-05,0.821945,3.88
1119,0.674084,0.297400,0.297400,3.350e-17,0.773392,1.05
1106,0.621019,0.621019,0.183826,1.367e-05,0.807983,4.01
1107,0.578499,0.578499,0.165512,1.797e-05,0.766022,4.29
1108,0.544231,0.544231,0.152285,4.045e-06,0.731847,4.19
1109,0.513989,0.513989,0.140938,6.165e-05,0.701606,4.47
1110,0.483638,0.483638,0.128805,2.295e-05,0.670573,4.63
1111,0.459009,0.459009,0.121296,4.507e-05,0.648000,4.86
1104,0.752354,0.752354,0.427166,2.204e-05,0.889694,3.94
1105,0.658861,0.658861,0.212167,2.508e-04,0.840439,4.12
1112,0.419519,0.419476,0.117502,4.463e-05,0.598217,5.26
1113,0.397700,0.397798,0.103414,7.896e-17,0.577944,5.03
1114,0.360294,0.360398,0.090282,8.631e-05,0.540527,5.10
1115,0.314075,0.313942,0.073101,1.866e-05,0.498888,4.54
1120,0.654177,0.282531,0.282531,3.445e-05,0.753616,3.60
1121,0.608019,0.254493,0.254493,5.746e-04,0.707977,3.91
1124,0.509019,0.197189,0.197189,1.119e-04,0.611721,3.96
1125,0.468010,0.176179,0.176180,4.299e-05,0.575574,3.76
1126,0.422752,0.153200,0.153200,3.356e-05,0.530250,4.00
1127,0.392992,0.149774,0.149690,2.213e-04,0.503581,4.32
1130,0.546389,0.546389,0.389164,5.691e-05,0.811584,3.53
1131,0.496688,0.496688,0.337506,3.364e-05,0.766052,3.67
1132,0.483605,0.483605,0.328874,1.819e-04,0.751648,3.57
1133,0.444804,0.444804,0.297673,1.978e-04,0.706116,3.80
1134,0.425303,0.425303,0.283662,2.535e-04,0.683716,3.66
1135,0.380362,0.380362,0.250408,1.753e-05,0.632198,3.77
1128,0.744841,0.744841,0.675810,2.723e-05,0.881897,3.61
1129,0.637708,0.637708,0.520480,4.591e-05,0.851196,3.55
1136,0.354183,0.354183,0.230178,2.556e-04,0.605469,4.22
1137,0.325390,0.325401,0.209528,1.421e-04,0.568719,3.89
1155,0.664367,0.664367,0.664367,2.043e-04,0.771423,0.47
1158,0.494363,0.494209,0.494132,1.209e-05,0.661926,0.47
1159,0.468740,0.468771,0.468892,7.554e-05,0.635651,0.43
1156,0.625493,0.625493,0.625493,1.227e-05,0.740845,0.50
1157,0.585237,0.585274,0.585237,1.592e-04,0.718811,0.53
1138,0.295254,0.295254,0.188246,3.041e-05,0.533500,4.23
1139,0.268396,0.268408,0.185148,2.036e-05,0.498164,3.82
1142,0.679057,0.442787,0.269705,1.589e-05,0.805634,3.99
1143,0.638611,0.404265,0.242123,5.616e-17,0.765503,3.62
1160,0.422967,0.422916,0.423004,2.019e-04,0.599823,0.43
1161,0.378691,0.378635,0.378665,2.664e-04,0.562775,0.40
1162,0.314064,0.314064,0.314064,2.935e-04,0.524719,0.34
1163,0.298918,0.298799,0.298845,1.306e-04,0.504578,0.43
1167,0.683667,0.683667,0.683667,1.206e-04,0.771973,0.48
1168,0.609316,0.609316,0.609208,3.469e-03,0.733582,0.50
1169,0.569350,0.569350,0.568997,2.904e-03,0.711029,0.48
1170,0.531018,0.531006,0.531018,5.773e-04,0.681458,0.47
1171,0.432594,0.432523,0.432313,1.320e-03,0.626343,0.42
1172,0.409549,0.409549,0.409549,3.430e-05,0.609741,0.53
1173,0.355800,0.355800,0.355800,6.382e-05,0.563599,0.50
1174,0.343726,0.343808,0.343768,1.855e-05,0.539978,0.46
1175,0.316900,0.316728,0.316900,1.425e-04,0.504456,0.43
1148,0.464590,0.269746,0.154823,1.277e-05,0.593125,4.53
1149,0.446288,0.255600,0.146736,1.514e-16,0.575500,4.20
1140,0.777397,0.634663,0.509451,1.657e-05,0.875488,3.68
1141,0.712042,0.492858,0.319502,2.819e-05,0.836243,4.13
1179,0.713454,0.713454,0.581044,2.052e-04,0.773682,0.52
1186,0.393288,0.393288,0.225775,6.500e-07,0.539185,0.50
1187,0.363209,0.363209,0.202993,6.768e-05,0.510071,0.45
1182,0.565183,0.565183,0.365382,1.826e-04,0.668091,0.53
1183,0.528894,0.528861,0.337224,2.350e-05,0.641632,0.56
1180,0.667398,0.667398,0.510991,5.099e-05,0.740295,0.57
1181,0.618565,0.618565,0.457158,5.394e-04,0.707581,0.56
1150,0.396651,0.229732,0.127956,6.514e-05,0.523772,4.52
1151,0.383901,0.216659,0.122112,1.573e-16,0.511285,3.93
1144,0.610258,0.380491,0.226633,1.584e-04,0.736786,4.47
1145,0.584624,0.360461,0.213949,1.086e-04,0.710968,4.26
1184,0.494951,0.494951,0.301079,2.406e-04,0.614807,0.50
1185,0.422126,0.422126,0.255687,5.432e-05,0.558716,0.52
1194,0.602370,0.431945,0.431179,2.017e-03,0.665741,0.49
1195,0.575761,0.413052,0.413052,1.233e-05,0.648193,0.45
1196,0.479829,0.360857,0.360809,3.467e-04,0.593170,0.46
1197,0.460010,0.307911,0.307911,4.108e-06,0.564453,0.33
1192,0.672951,0.571742,0.571774,5.179e-04,0.732269,0.56
1193,0.654838,0.552494,0.552494,1.149e-04,0.716949,0.51
1146,0.552260,0.335987,0.196768,7.978e-06,0.680166,4.39
1147,0.503812,0.300437,0.172245,5.715e-05,0.632487,4.17
1198,0.410902,0.278322,0.278322,1.707e-03,0.532593,0.49
1199,0.379388,0.252321,0.252321,5.818e-06,0.496094,0.42
1227,0.697125,0.697122,0.632974,3.543e-04,0.778962,3.58
1210,0.419757,0.419757,0.174296,1.558e-05,0.535409,2.80
1211,0.396416,0.396391,0.153672,1.099e-04,0.510588,2.67
1206,0.607766,0.607766,0.331913,8.137e-05,0.680990,3.38
1207,0.542590,0.542590,0.259293,1.418e-05,0.632794,3.23
1204,0.678778,0.678769,0.437808,3.491e-05,0.736238,3.63
1205,0.626085,0.626085,0.347298,4.493e-05,0.695765,3.61
1208,0.489413,0.489443,0.227933,1.001e-04,0.595152,3.07
1209,0.444129,0.444129,0.197064,3.217e-04,0.561180,3.21
1220,0.541916,0.342591,0.342591,1.136e-06,0.610324,3.21
1221,0.500923,0.295753,0.295753,1.910e-04,0.572049,3.42
1228,0.639727,0.639718,0.555166,2.677e-05,0.736554,3.43
1229,0.594473,0.594453,0.470634,3.497e-05,0.697654,3.35
1216,0.712334,0.581723,0.581718,2.514e-04,0.743878,3.39
1217,0.661993,0.491772,0.491719,3.414e-04,0.702799,3.64
1218,0.642380,0.458602,0.458610,1.183e-04,0.683169,3.41
1219,0.573927,0.380721,0.380725,1.477e-05,0.638211,3.37
1222,0.457357,0.249688,0.249688,4.159e-05,0.532932,2.93
1223,0.423398,0.218415,0.218415,1.618e-04,0.488806,3.52
1215,0.747682,0.631413,0.631417,2.318e-04,0.772651,4.27
1248,0.523380,0.523380,0.523380,1.967e-04,0.886780,0.80
1249,0.480001,0.480001,0.480001,1.445e-04,0.850007,0.63
1250,0.418038,0.418038,0.418038,4.079e-04,0.800750,0.72
1251,0.407162,0.407162,0.407162,1.358e-04,0.785937,0.72
1239,0.743337,0.674587,0.593382,3.391e-17,0.777778,0.96
1252,0.353381,0.353381,0.353381,1.325e-05,0.746666,0.70
1253,0.316620,0.316620,0.316620,1.967e-05,0.713928,0.65
1230,0.562237,0.562230,0.445723,7.390e-05,0.673873,3.39
1231,0.499445,0.499445,0.355866,6.524e-05,0.630606,3.15
1254,0.295431,0.295422,0.295431,1.705e-05,0.682129,0.57
1255,0.186300,0.186300,0.186284,5.878e-04,0.626465,0.70
1256,0.114544,0.114538,0.114544,4.134e-05,0.598572,0.53
1257,0.037861,0.037861,0.037861,5.207e-16,0.557312,0.56
1258,0.009312,0.009312,0.009312,2.922e-07,0.523071,0.57
1259,0.000000,0.000000,0.000000,2.836e-16,0.490906,0.53
1232,0.430753,0.430837,0.330859,2.240e-03,0.595305,3.17
1233,0.407605,0.407602,0.308415,1.557e-04,0.579056,3.06
1262,0.421881,0.421882,0.421884,5.491e-04,0.799802,0.62
1263,0.403405,0.403405,0.403405,9.723e-04,0.780718,0.63
1264,0.343228,0.343228,0.343228,1.112e-03,0.736084,0.60
1265,0.294106,0.294117,0.294106,8.602e-04,0.696334,0.53
1266,0.279530,0.279530,0.279530,3.414e-03,0.683102,0.59
1267,0.231676,0.231675,0.231676,1.906e-03,0.647340,0.69
1234,0.368195,0.368195,0.295383,6.263e-05,0.535952,2.80
1235,0.317343,0.317343,0.237194,8.783e-05,0.497179,1.93
1260,0.578192,0.578192,0.578192,1.208e-04,0.890747,0.56
1261,0.486534,0.486534,0.486534,2.517e-04,0.855194,0.57
1268,0.132373,0.132992,0.132373,1.008e-03,0.605938,0.66
1269,0.112180,0.112180,0.112180,3.194e-06,0.567642,0.73
1117,0.763590,0.495368,0.495368,3.029e-05,0.848633,3.57
1270,0.058080,0.058625,0.058921,6.769e-04,0.540741,1.32
1271,0.000000,0.000000,0.000000,2.250e-16,0.501251,0.70
1242,0.616460,0.512764,0.372237,1.158e-16,0.668403,0.91
1243,0.567861,0.454829,0.319569,5.919e-05,0.631311,3.38
1274,0.533026,0.533026,0.248847,4.446e-04,0.807808,0.71
1275,0.486201,0.486201,0.217487,3.977e-04,0.774161,0.71
1276,0.431570,0.431570,0.184357,7.513e-05,0.733000,0.81
1277,0.403627,0.403627,0.169925,1.349e-04,0.711688,0.76
1278,0.350331,0.350391,0.141018,5.520e-04,0.674473,0.94
1279,0.286873,0.286873,0.109367,1.282e-05,0.632553,0.66
1244,0.519212,0.395061,0.282400,1.221e-05,0.596698,3.06
1245,0.489936,0.342212,0.253427,2.783e-17,0.569300,1.70
1280,0.152676,0.152676,0.059637,2.549e-05,0.594971,0.66
1281,0.072119,0.072119,0.021189,4.357e-16,0.559509,0.65
1272,0.608500,0.608500,0.299691,2.341e-04,0.870262,0.54
1273,0.591408,0.591408,0.286902,8.049e-06,0.856824,0.55
1282,0.027646,0.027646,0.006427,3.294e-04,0.543823,0.85
1283,0.018182,0.018182,0.004765,2.139e-16,0.497650,0.65
1286,0.600894,0.336012,0.336012,8.166e-05,0.799927,0.59
1287,0.560700,0.299435,0.299435,3.417e-04,0.768586,0.70
1288,0.529030,0.274505,0.274505,8.239e-05,0.746447,0.57
1289,0.464419,0.231169,0.231169,2.199e-04,0.703993,0.78
1240,0.711409,0.630952,0.533547,3.086e-04,0.750597,3.67
1241,0.664808,0.563911,0.452026,1.644e-06,0.710332,3.67
1290,0.417166,0.199292,0.199292,2.106e-04,0.664658,0.65
1291,0.368303,0.159865,0.159865,1.832e-03,0.639702,0.75
1292,0.318143,0.124169,0.124169,1.411e-03,0.608124,0.98
1293,0.100518,0.064376,0.064376,7.491e-10,0.565216,0.84
1294,0.034748,0.009520,0.009520,1.572e-16,0.534180,0.78
1295,0.000000,0.000000,0.000000,1.524e-16,0.492310,0.72
1246,0.454323,0.319666,0.233128,3.944e-06,0.538113,3.07
1247,0.422086,0.285958,0.202804,1.476e-05,0.504141,2.72
1285,0.645995,0.370050,0.370050,6.942e-05,0.836426,0.60
1296,0.663365,0.663365,0.267169,2.205e-05,0.870529,4.27
1297,0.630583,0.630583,0.195865,5.920e-17,0.848221,2.61
1302,0.386031,0.386031,0.089198,2.617e-04,0.671375,6.56
1303,0.318798,0.318798,0.067943,5.488e-17,0.634693,2.82
1298,0.595087,0.595087,0.178662,1.135e-04,0.821304,4.44
1299,0.541581,0.541581,0.151422,2.036e-05,0.777527,4.31
1312,0.590845,0.230841,0.230841,1.742e-04,0.736694,4.26
1313,0.560447,0.209916,0.209916,8.348e-04,0.714218,4.32
1300,0.489917,0.489917,0.130073,5.532e-05,0.740297,5.00
1301,0.467292,0.467294,0.119791,9.459e-05,0.717250,5.62
1304,0.174321,0.174321,0.032664,2.639e-07,0.596589,4.86
1305,0.157753,0.157753,0.029614,2.038e-08,0.573387,4.25
1306,0.024162,0.024162,0.002537,1.218e-04,0.544524,7.65
1307,0.000000,0.000000,0.000000,6.415e-16,0.489421,4.11
1314,0.494393,0.167129,0.167129,8.913e-05,0.670622,4.55
1315,0.438722,0.134468,0.134468,7.788e-04,0.631675,5.21
1316,0.382423,0.109321,0.109321,1.159e-03,0.606625,6.55
1317,0.131073,0.045653,0.045658,1.896e-04,0.563739,7.92
1310,0.680386,0.300173,0.300173,1.198e-05,0.809570,3.99
1311,0.637244,0.264790,0.264790,1.682e-04,0.771622,3.79
1318,0.092412,0.036286,0.036286,2.653e-11,0.543132,6.77
1319,0.000000,0.000000,0.000000,3.159e-16,0.495226,3.23
1322,0.484759,0.484759,0.310311,6.745e-05,0.802917,3.75
1323,0.455563,0.455563,0.290007,6.425e-05,0.779541,4.11
1324,0.393154,0.393154,0.240928,2.858e-04,0.733643,4.47
1325,0.345063,0.345063,0.204522,9.375e-04,0.700984,4.33
1344,0.749480,0.749480,0.749480,7.621e-06,0.879059,0.64
1345,0.661657,0.661657,0.661657,3.497e-17,0.835938,0.24
1328,0.205842,0.205842,0.110737,6.769e-05,0.601213,4.81
1329,0.082176,0.082176,0.042691,1.310e-15,0.566045,3.10
1320,0.602192,0.602192,0.472326,8.455e-05,0.868286,3.74
1321,0.543928,0.543928,0.364953,2.123e-04,0.842285,3.88
1326,0.302989,0.302989,0.176475,5.922e-04,0.666090,4.48
1327,0.251706,0.251706,0.142378,6.989e-05,0.630163,4.11
1330,0.063124,0.063120,0.030748,5.011e-04,0.536160,6.12
1331,0.000000,0.000000,0.000000,1.069e-15,0.507234,3.98
1350,0.370230,0.370243,0.370221,6.295e-05,0.668823,0.56
1351,0.344269,0.344269,0.344277,3.988e-05,0.630005,0.61
1348,0.493989,0.494291,0.494237,4.597e-04,0.740936,0.61
1349,0.421827,0.421827,0.421827,2.497e-05,0.706573,0.70
1346,0.618834,0.618831,0.618856,4.449e-05,0.803406,0.64
1347,0.563667,0.563759,0.563787,1.732e-04,0.782166,0.65
1334,0.645291,0.397681,0.239738,1.535e-16,0.803802,1.08
1335,0.615178,0.367838,0.219607,4.167e-04,0.778442,4.36
1352,0.332971,0.332987,0.332988,2.297e-05,0.614563,0.61
1353,0.300630,0.300630,0.300630,7.482e-05,0.568726,0.50
1354,0.284920,0.284920,0.284920,4.060e-05,0.545837,0.53
1355,0.259367,0.259400,0.259398,2.935e-05,0.504333,0.45
1360,0.537268,0.537217,0.537228,5.485e-04,0.731354,0.61
1361,0.498647,0.498647,0.498891,4.959e-04,0.717804,0.68
1362,0.419225,0.419280,0.419307,8.371e-04,0.664124,0.56
1363,0.395064,0.395065,0.395045,9.575e-04,0.642883,0.55
1356,0.800616,0.800690,0.800683,4.995e-04,0.872192,0.61
1357,0.767451,0.767211,0.767398,1.067e-04,0.853973,0.70
1338,0.478408,0.254774,0.145131,1.444e-04,0.678203,4.89
1339,0.405642,0.202031,0.108499,2.308e-07,0.641904,5.09
1358,0.656716,0.656723,0.657058,3.191e-04,0.801422,0.58
1359,0.603301,0.603161,0.603232,6.031e-04,0.777527,0.51
1336,0.554924,0.314745,0.182691,3.127e-05,0.734741,4.80
1337,0.500107,0.272611,0.157218,4.760e-05,0.695858,4.52
1364,0.331424,0.331521,0.331582,1.075e-04,0.603485,0.56
1365,0.308579,0.308530,0.308579,3.963e-04,0.566284,0.59
1366,0.285059,0.285090,0.285119,5.981e-05,0.536346,0.53
1367,0.264561,0.264582,0.264567,1.536e-05,0.510559,0.52
1372,0.584634,0.584634,0.363151,1.570e-16,0.742188,0.25
1373,0.526395,0.526918,0.292617,7.207e-04,0.713196,0.59
1374,0.457083,0.457082,0.228966,1.075e-05,0.676453,0.71
1375,0.418775,0.418775,0.208206,2.685e-17,0.642578,0.12
1368,0.812583,0.812583,0.699192,6.850e-05,0.881775,0.59
1369,0.740371,0.740271,0.569036,9.752e-05,0.835052,0.59
1370,0.688264,0.688264,0.522787,2.654e-16,0.810547,0.29
1371,0.639900,0.639828,0.431550,9.363e-05,0.775909,0.76
1376,0.392961,0.392963,0.181245,5.552e-06,0.613708,0.66
1377,0.360086,0.360035,0.159466,1.200e-05,0.569977,0.66
1386,0.566884,0.333806,0.333806,4.272e-17,0.683594,0.22
1387,0.503015,0.254247,0.254226,1.220e-05,0.630341,0.70
1378,0.337406,0.337336,0.148956,4.002e-05,0.542755,0.69
1379,0.306448,0.306423,0.140600,1.681e-05,0.508972,0.64
1380,0.841154,0.773925,0.774077,2.967e-04,0.882233,0.59
1381,0.777460,0.666226,0.666192,1.498e-04,0.834808,0.54
1382,0.760870,0.641229,0.641288,1.848e-04,0.822540,0.62
1383,0.699049,0.537409,0.536728,5.047e-04,0.778656,0.62
1332,0.746163,0.528226,0.418529,1.508e-04,0.875366,4.00
1333,0.703354,0.455395,0.289365,1.045e-05,0.850647,4.05
1384,0.652449,0.494224,0.494238,4.051e-04,0.750427,0.73
1385,0.588380,0.377756,0.377867,7.796e-04,0.699036,0.69
1388,0.476514,0.236198,0.236043,4.858e-04,0.600677,0.64
1389,0.449053,0.214058,0.214103,4.579e-05,0.577789,0.97
1340,0.266993,0.131136,0.076823,8.080e-06,0.610632,5.68
1341,0.130440,0.080930,0.038313,1.261e-04,0.561939,7.39
1390,0.403798,0.191777,0.191684,1.687e-05,0.529938,0.70
1391,0.382052,0.180522,0.180510,1.301e-04,0.511261,0.59
1342,0.099227,0.064086,0.030073,1.011e-04,0.541386,7.03
1343,0.000000,0.000000,0.000000,4.483e-16,0.489629,3.55
1402,0.356631,0.356496,0.101433,3.703e-06,0.544967,4.81
1403,0.320332,0.320332,0.090746,3.536e-16,0.506076,2.79
1309,0.722676,0.348896,0.348896,7.436e-05,0.839066,4.10
1404,0.859096,0.759630,0.759630,2.332e-16,0.882812,1.19
1405,0.804471,0.653610,0.653474,1.008e-04,0.840034,4.12
1392,0.833099,0.833123,0.654356,2.718e-05,0.884368,4.22
1393,0.766703,0.766917,0.517225,4.302e-05,0.843189,4.28
1410,0.606490,0.264754,0.265054,1.771e-04,0.674063,4.42
1411,0.556011,0.203334,0.203371,2.606e-05,0.631809,4.89
1408,0.695186,0.441222,0.441872,1.671e-04,0.753644,4.05
1409,0.629375,0.311450,0.311791,7.570e-05,0.696741,4.32
1398,0.476209,0.476185,0.157989,1.984e-05,0.675944,5.32
1399,0.429215,0.429184,0.133654,3.695e-05,0.634476,5.03
1400,0.397497,0.397488,0.118608,1.276e-05,0.595947,5.03
1401,0.368913,0.368913,0.104630,1.525e-05,0.559742,4.79
1394,0.724042,0.724042,0.441999,6.462e-17,0.817708,1.30
1395,0.644756,0.644803,0.320770,1.286e-05,0.765887,4.19
1406,0.776123,0.599072,0.598957,7.064e-05,0.816198,4.14
1407,0.728278,0.508342,0.508399,2.635e-04,0.781476,4.53
1396,0.626933,0.626826,0.301102,2.867e-05,0.753101,4.42
1397,0.545330,0.545245,0.208502,1.811e-04,0.716372,4.76
1412,0.534480,0.184382,0.184360,6.212e-16,0.609158,5.20
1413,0.491103,0.165905,0.165872,7.458e-06,0.566732,4.75
1422,0.447962,0.447962,0.297192,5.140e-17,0.677083,0.88
1423,0.414043,0.414036,0.274363,1.579e-04,0.648456,4.13
1434,0.563296,0.311115,0.201183,2.647e-05,0.669108,4.94
1435,0.543143,0.292728,0.182252,3.640e-17,0.650174,1.08
1414,0.450903,0.143356,0.143341,2.901e-05,0.527163,4.66
1415,0.414149,0.125735,0.125717,1.205e-05,0.490614,4.15
1416,0.803559,0.803202,0.750729,7.450e-05,0.878264,3.64
1417,0.735214,0.735625,0.664165,1.494e-04,0.841046,3.93
1418,0.672873,0.673007,0.593273,2.721e-04,0.812609,3.81
1419,0.637005,0.637068,0.532423,1.765e-05,0.786766,3.88
1420,0.564588,0.564608,0.448771,1.611e-04,0.748463,4.12
1421,0.483060,0.483055,0.326937,1.339e-05,0.706823,4.46
1424,0.361658,0.361918,0.224820,4.092e-05,0.595911,4.35
1425,0.336638,0.336615,0.212371,1.812e-05,0.564724,4.51
1440,0.548139,0.548139,0.548139,6.984e-05,0.869980,0.52
1441,0.524534,0.524534,0.524534,2.260e-04,0.838967,0.58
1426,0.318336,0.318382,0.199665,1.024e-04,0.541947,4.33
1427,0.283488,0.283547,0.189901,5.865e-05,0.507541,3.96
1442,0.495076,0.495076,0.495076,1.145e-04,0.801000,0.57
1443,0.473809,0.473809,0.473809,3.079e-05,0.772813,0.65
1444,0.448844,0.448844,0.448844,5.096e-05,0.739861,0.73
1445,0.432246,0.432246,0.432246,1.427e-05,0.716675,0.68
1428,0.846237,0.777832,0.699041,2.374e-05,0.880742,3.82
1429,0.809340,0.714472,0.627265,1.852e-04,0.854565,4.18
1438,0.432550,0.209335,0.131086,6.430e-06,0.533239,4.45
1439,0.391090,0.184575,0.112660,4.337e-16,0.489583,2.64
1446,0.405735,0.405735,0.405735,9.195e-05,0.679932,0.63
1447,0.361607,0.361627,0.361600,3.528e-05,0.627625,0.64
1448,0.347742,0.347742,0.347742,1.674e-05,0.606628,0.59
1449,0.318154,0.318154,0.318154,4.220e-05,0.560425,0.58
1432,0.659295,0.477422,0.345942,6.505e-05,0.740686,4.26
1433,0.619163,0.411752,0.277401,1.421e-04,0.712999,4.64
1436,0.505501,0.258213,0.161126,1.826e-06,0.611283,5.01
1437,0.464704,0.232019,0.146284,1.523e-05,0.567048,4.93
1450,0.304156,0.304146,0.304148,2.849e-05,0.541809,0.57
1451,0.269815,0.269822,0.269808,2.186e-05,0.501373,0.76
1430,0.740790,0.607323,0.486526,7.739e-05,0.804823,4.12
1431,0.714317,0.557150,0.441122,1.239e-04,0.781946,4.43
1456,0.453473,0.453474,0.453473,1.030e-04,0.746276,0.50
1457,0.423451,0.423451,0.423451,6.352e-05,0.705539,0.51
1458,0.390509,0.390508,0.390508,4.294e-04,0.661116,0.47
1459,0.380369,0.380369,0.380369,1.268e-04,0.645255,0.56
1460,0.343436,0.343434,0.343437,3.935e-04,0.595771,0.72
1461,0.316202,0.316201,0.316202,3.117e-04,0.558414,0.55
1454,0.494862,0.494862,0.494861,2.773e-04,0.802831,0.51
1455,0.467261,0.467261,0.467261,8.796e-05,0.765015,0.58
1462,0.300250,0.300251,0.300248,2.952e-04,0.536979,0.59
1463,0.273343,0.273340,0.273326,3.349e-04,0.507389,0.58
1474,0.349901,0.349906,0.163501,4.945e-05,0.535065,0.75
1475,0.316311,0.316341,0.149619,8.084e-05,0.505127,0.73
1482,0.528692,0.311958,0.311958,8.307e-05,0.666233,0.71
1483,0.504123,0.296449,0.296448,5.204e-17,0.640525,0.24
1472,0.404501,0.404501,0.203581,8.812e-05,0.600098,0.77
1473,0.378145,0.378145,0.186829,2.569e-05,0.567139,0.79
1470,0.458503,0.458503,0.235296,4.924e-05,0.664750,0.70
1471,0.432662,0.432662,0.220953,3.955e-05,0.635010,0.74
1468,0.529662,0.529662,0.277298,2.168e-16,0.749928,0.28
1469,0.497210,0.497210,0.258070,5.951e-05,0.712000,0.71
1466,0.589643,0.589643,0.315826,2.112e-04,0.821075,0.64
1467,0.551641,0.551641,0.291981,1.183e-04,0.776982,0.80
1484,0.477559,0.278597,0.278597,1.091e-04,0.611500,0.75
1485,0.444045,0.256652,0.256598,6.509e-05,0.576050,0.75
1480,0.606342,0.365553,0.365553,9.198e-05,0.751549,0.63
1481,0.566071,0.338273,0.338273,4.742e-05,0.709057,0.66
1465,0.605968,0.605968,0.326752,9.905e-05,0.840790,0.66
1478,0.666284,0.406328,0.406328,4.506e-05,0.816964,0.63
1479,0.638667,0.386947,0.386947,7.436e-06,0.786133,0.56
1486,0.408683,0.232926,0.232926,6.204e-05,0.537109,0.80
1487,0.379680,0.212496,0.212463,8.553e-05,0.505161,0.80
1496,0.428660,0.428660,0.126014,6.494e-17,0.603299,3.61
1497,0.409550,0.409550,0.117424,2.433e-17,0.580729,3.40
1453,0.526618,0.526618,0.526619,1.131e-04,0.844024,0.66
1510,0.461131,0.201267,0.201267,2.502e-05,0.545247,5.24
1511,0.412975,0.169533,0.169533,4.461e-05,0.499625,4.77
1508,0.510474,0.230435,0.230435,4.482e-05,0.597656,4.12
1509,0.473066,0.207817,0.207816,4.525e-05,0.557764,5.11
1506,0.584286,0.268947,0.268947,5.661e-05,0.669189,3.73
1507,0.542848,0.245847,0.245847,1.352e-04,0.627209,3.90
1498,0.367235,0.367143,0.100998,3.537e-05,0.535039,5.63
1499,0.342921,0.342947,0.091704,2.016e-05,0.509512,4.72
1494,0.491510,0.491510,0.151697,3.968e-17,0.672635,6.71
1495,0.471336,0.471336,0.143508,1.575e-05,0.648980,6.72
1489,0.634913,0.634913,0.214121,2.744e-05,0.836487,4.13
1492,0.555197,0.555197,0.177929,4.060e-05,0.744202,4.36
1493,0.519279,0.519279,0.162610,1.012e-16,0.703171,1.41
1504,0.656738,0.310556,0.310556,4.503e-05,0.744202,3.82
1505,0.611991,0.284446,0.284446,1.481e-05,0.697906,3.83
1518,0.435906,0.435906,0.301731,6.237e-05,0.667274,3.97
1519,0.419282,0.419282,0.289973,4.575e-17,0.645864,0.96
1490,0.605899,0.605899,0.200654,6.685e-05,0.803162,4.28
1491,0.592414,0.592414,0.194294,3.922e-05,0.787552,4.27
1502,0.712138,0.343407,0.343407,1.239e-04,0.801559,3.87
1503,0.685036,0.326703,0.326703,1.273e-04,0.773407,3.87
1477,0.689487,0.423698,0.423698,3.595e-05,0.842102,0.59
1514,0.549930,0.549930,0.390555,6.253e-05,0.811279,3.62
1515,0.524000,0.524000,0.370361,2.562e-05,0.778442,3.84
1516,0.489012,0.489012,0.343002,7.182e-05,0.734497,3.78
1517,0.461730,0.461730,0.322109,1.243e-04,0.699524,3.89
1520,0.388977,0.388977,0.268228,6.076e-05,0.608507,4.34
1521,0.361861,0.361861,0.249597,1.477e-05,0.573351,4.93
1532,0.493125,0.307896,0.191827,1.314e-16,0.601562,3.80
1533,0.471667,0.291451,0.180420,1.733e-05,0.579375,6.57
1522,0.332128,0.332128,0.224178,7.379e-05,0.535250,5.28
1523,0.306829,0.306829,0.204844,1.970e-05,0.505250,4.56
1534,0.433345,0.267739,0.158819,1.842e-16,0.546007,3.83
1535,0.391160,0.239002,0.140851,2.091e-05,0.505733,5.04
1513,0.591238,0.591238,0.437222,4.420e-05,0.843506,3.51
1530,0.563088,0.357628,0.225698,7.820e-05,0.674745,4.12
1531,0.516658,0.324176,0.204105,3.299e-05,0.627062,5.32
1528,0.627825,0.404367,0.259104,2.102e-05,0.742981,3.90
1529,0.585754,0.373685,0.237488,6.415e-05,0.699025,4.13
1526,0.681369,0.442259,0.287850,2.385e-05,0.799347,3.89
1527,0.656028,0.423441,0.274332,6.285e-05,0.772278,4.10
1525,0.729096,0.482367,0.316775,4.966e-17,0.849884,1.25
1501,0.745424,0.383409,0.383409,3.285e-05,0.834061,3.41
